7/16/2024,32:48.7,345.8,1781.49,117.19,2.3413,115.6,32.478,0,59.996,274.4,0.4215,1.578311,1.394402,1780,15.175,0,60.725,1,Testing Tank A - Drawing Water Until RTD Out = 112.2°.... 0.433 0 858 ,104.75,57.661242,57.712245,121.5,69.5,17.091,3.012,7.31,0.019,0.029,0,25.291528,8.342367,57.806168,142.576701,142.701896,17.106132,7.055122,151.898743,3.067,17.29,0,0,119.666664,107.133334,102.566666,99.866669,99.533333,99.733332,0,1,0,0,0,1068.647,1050.061,1386.276,0.594,92.357,6.89,0.38,0.039,0,0.319,0,0.009,0.005,0.001,0,29.96,0.63,29.331,69.65,38.65,37.898,70.408,NatG-1,40499.59685,75241.32184,,1110,38.94,39.199317,1.375154,68.599998,7.31,29.303,0.978542,0.98372,0.994736,0,38.44533,1.345647,41084.49915,1438.021875
7/16/2024,32:51.7,348.8,1784.49,117.22,2.343,115.8,32.574,0,59.996,274.6,0.4217,1.576483,1.390036,1783,15.175,0,60.7625,1,Testing Tank A - Drawing Water Until RTD Out = 112.2°.... 0.500 0 865 ,104.755556,57.664053,57.742857,121.433334,69.5,17.239,3.015,7.32,0.019,0.028,0,25.325728,8.342116,57.841354,143.808366,143.9335,17.253765,7.048192,151.899368,3.071,17.439,0,0,119.800003,107.5,102.5,99.699999,99.099998,99.933334,0,1,0,0,0,1068.647,1050.061,1386.276,0.594,92.357,6.89,0.38,0.039,0,0.319,0,0.009,0.005,0.001,0,29.96,0.63,29.331,69.65,38.636,37.885,70.44,NatG-1,40485.70443,75275.51855,,1110,39.885,39.199317,1.408527,68.599998,7.32,29.303,0.978567,0.98372,0.994761,0,38.43531,1.378337,41073.79196,1472.95634
7/16/2024,32:54.7,351.8,1787.49,117.18,2.3405,115.7,32.67,0,59.995,274.2,0.4218,1.577996,1.391364,1786,15.175,0,60.95,1,Testing Tank A - Drawing Water Until RTD Out = 112.2°.... 0.434 0 873 ,104.261111,57.649556,57.779591,121.366669,69.5,17.383,3.001,7.32,0.018,0.028,0,25.003368,8.342081,57.844925,145.017363,145.144486,17.398686,7.054153,151.899887,3.032,17.585,0,0,119.699997,105.633334,102.5,99.266665,98.900002,99.566668,0,1,0,0,0,1068.647,1050.061,1386.276,0.594,92.357,6.89,0.38,0.039,0,0.319,0,0.009,0.005,0.001,0,29.96,0.63,29.331,69.65,38.593,37.845,70.471,NatG-1,40442.95854,75308.64662,,1110,40.785,39.199317,1.44031,68.800003,7.32,29.304,0.978229,0.983348,0.994794,0,38.423552,1.408953,41061.22615,1505.673833
7/16/2024,32:57.7,354.8,1790.49,117.17,2.3401,115.7,32.767,0,59.993,274.2,0.4219,1.579121,1.394128,1789,15.175,0,61.25,1,Testing Tank A - Drawing Water Until RTD Out = 112.2°.... 0.434 0 880 ,103.944444,57.623225,57.797958,121.099998,69.5,17.53,2.97,7.31,0.019,0.028,0,24.654109,8.341851,57.870041,146.24001,146.365159,17.545265,7.054262,151.899765,2.989,17.732,0,0,119.5,104.966667,102,99.333336,98.699997,99.166664,0,1,0,0,0,1068.647,1050.061,1386.276,0.594,92.357,6.89,0.38,0.039,0,0.319,0,0.009,0.005,0.001,0,29.96,0.63,29.332,69.65,38.59,37.839,70.503,NatG-1,40436.54666,75342.84333,,1104,41.715,38.987429,1.473153,68.599998,7.31,29.304,0.978575,0.98372,0.99477,0,38.420985,1.441591,41058.4833,1540.551943
7/16/2024,33:00.7,357.8,1793.49,117.24,2.3426,115.8,32.863,0,59.992,274.6,0.4217,1.579442,1.393466,1792,15.175,0,61.3625,1,Testing Tank A - Drawing Water Until RTD Out = 112.2°.... 0.250 0 887 ,103.866666,57.601035,57.799999,120.733332,69.5,17.679,2.958,7.31,0.02,0.027,0,24.57386,8.341975,57.853748,147.481862,147.607041,17.694137,7.055216,151.899033,2.979,17.881,0,0,119.199999,105.5,101.566666,99,98.666664,99.266668,0,1,0,0,0,1068.647,1050.061,1386.276,0.594,92.357,6.89,0.38,0.039,0,0.319,0,0.009,0.005,0.001,0,29.96,0.63,29.331,69.65,38.61,37.862,70.534,NatG-1,40461.12554,75375.9714,,1110,42.66,39.199317,1.506525,68.599998,7.31,29.304,0.978575,0.98372,0.99477,0,38.409768,1.474248,41046.49667,1575.451178
7/16/2024,33:03.7,360.8,1796.49,117.13,2.3375,115.6,32.959,0,59.99,273.8,0.4221,1.578524,1.392641,1795,15.175,0,61.25,1,Testing Tank A - Drawing Water Until RTD Out = 112.2°.... 0.250 0 894 ,103.738889,57.58358,57.799999,120.199999,69.506122,17.829,2.964,7.32,0.021,0.024,0,24.731347,8.34186,57.871822,148.730136,148.857396,17.844024,7.055522,151.898682,2.998,18.03,0,0,119.066666,104.966667,101.699999,98.633334,98.800001,99.266668,0,1,0,0,0,1068.647,1050.061,1386.276,0.594,92.357,6.89,0.38,0.039,0,0.319,0,0.009,0.005,0.001,0,29.96,0.63,29.331,69.65,38.554,37.805,70.566,NatG-1,40400.21265,75410.16812,,1116,43.56,39.411205,1.538308,68.599998,7.32,29.304,0.978599,0.98372,0.994794,0,38.393856,1.505387,41029.4921,1608.728299
7/16/2024,33:06.7,363.8,1799.49,117.21,2.3415,115.8,33.056,0,59.988,274.5,0.4218,1.576169,1.389643,1798,15.175,0,61.125,1,Testing Tank A - Drawing Water Until RTD Out = 112.2°.... 0.499 0 901 ,103.527779,57.567455,57.799999,120,69.512245,17.977,2.98,7.32,0.02,0.021,0,24.912511,8.34191,57.863758,149.969559,150.096804,17.9926,7.054186,151.899124,3.02,18.18,0,0,118.866669,104.300001,101.866669,98.099998,98.833336,99.199999,0,1,0,0,0,1068.647,1050.061,1386.276,0.594,92.357,6.89,0.38,0.039,0,0.319,0,0.009,0.005,0.001,0,29.96,0.63,29.332,69.65,38.524,37.776,70.598,NatG-1,40369.22187,75444.36483,,1110,44.475,39.199317,1.570621,68.599998,7.32,29.304,0.978599,0.98372,0.994794,0,38.384465,1.537009,41019.45618,1642.520456
7/16/2024,33:09.7,366.8,1802.49,117.19,2.34,115.7,33.152,0,59.985,274.2,0.422,1.576667,1.390733,1801,15.175,0,61,1,Testing Tank A - Drawing Water Until RTD Out = 112.2°.... 0.500 0 908 ,103.577777,57.55,57.799999,120,69.516326,18.126,2.993,7.33,0.023,0.019,0,24.996972,8.342064,57.845982,151.215769,151.343028,18.14199,7.054585,151.900345,3.03,18.331,0,0,118.599998,104.566666,102.099998,98.366669,98.766668,99.066666,0,1,0,0,0,1068.647,1050.061,1386.276,0.594,92.357,6.89,0.38,0.039,0,0.319,0,0.009,0.005,0.001,0,29.96,0.63,29.332,69.65,38.531,37.786,70.629,NatG-1,40379.90835,75477.4929,,1104,45.435,38.987429,1.604523,68.599998,7.33,29.304,0.978623,0.98372,0.994819,0,38.374172,1.570224,41008.45729,1678.015986
7/16/2024,33:12.7,369.8,1805.49,117.19,2.3396,115.7,33.248,0,59.984,274.2,0.4219,1.577107,1.391928,1804,15.175,0,61.0375,1,Testing Tank A - Drawing Water Until RTD Out = 112.2°.... 0.499 0 915 ,103.205556,57.497781,57.799999,120.099998,69.52653,18.275,2.999,7.33,0.027,0.016,0,25.011393,8.341813,57.867317,152.456847,152.582026,18.290519,7.057076,151.901337,3.032,18.482,0,0,118.300001,103.899999,101.466667,97.933334,98.733332,98.900002,0,1,0,0,0,1068.647,1050.061,1386.276,0.594,92.357,6.89,0.38,0.039,0,0.319,0,0.009,0.005,0.001,0,29.96,0.63,29.331,69.65,38.54,37.792,70.66,NatG-1,40386.32023,75510.62096,,1110,46.33,39.199317,1.63613,68.599998,7.33,29.304,0.978623,0.98372,0.994819,0,38.356641,1.601155,40989.72192,1711.070335
7/16/2024,33:15.7,372.8,1808.49,117.18,2.3388,115.6,33.345,0,59.983,274.1,0.4219,1.579485,1.394521,1807,15.175,0,61.05,1,Testing Tank A - Drawing Water Until RTD Out = 112.2°.... 0.501 0 922 ,102.944444,57.457692,57.799999,120.166664,69.542856,18.426,3.003,7.32,0.029,0.013,0,25.029162,8.341866,57.81958,153.712864,153.840139,18.44134,7.052149,151.9021,3.034,18.634,0,0,117.966667,103.666667,101.199997,97.633331,98.666667,98.533333,0,1,0,0,0,1068.647,1050.061,1386.276,0.594,92.357,6.89,0.38,0.039,0,0.319,0,0.009,0.005,0.001,0,29.96,0.63,29.331,69.65,38.527,37.782,70.692,NatG-1,40375.63376,75544.81768,,1110,47.25,39.199317,1.66862,68.599998,7.32,29.304,0.978599,0.98372,0.994794,0,38.34671,1.63291,40979.1096,1745.004869
7/16/2024,33:18.7,375.8,1811.49,117.2,2.3396,115.7,33.441,0,59.983,274.2,0.4219,1.579629,1.393259,1810,15.175,0,61.025,1,Testing Tank A - Drawing Water Until RTD Out = 112.2°.... 0.470 0 929 ,102.972223,57.451331,57.787755,119.966667,69.55306,18.571,3.007,7.35,0.033,0.012,0,25.081571,8.341831,57.810265,154.921224,155.048499,18.586196,7.055185,151.90239,3.04,18.78,0,0,117.633331,104.333336,101.266668,97.833333,98.400002,98.366669,0,1,0,0,0,1068.647,1050.061,1386.276,0.594,92.357,6.89,0.38,0.039,0,0.319,0,0.009,0.005,0.001,0,29.96,0.63,29.332,69.65,38.497,37.752,70.723,NatG-1,40343.57434,75577.94575,,1104,48.18,38.987429,1.701462,68.599998,7.35,29.304,0.978672,0.98372,0.994868,0,38.337909,1.665173,40969.70435,1779.482903
7/16/2024,33:21.7,378.8,1814.5,117.2,2.3396,115.8,33.538,0,59.983,274.2,0.4222,1.575697,1.390614,1813,15.175,0,60.95,1,Testing Tank A - Drawing Water Until RTD Out = 112.2°.... 0.500 0 936 ,103.100001,57.47426,57.757143,119.699999,69.565305,18.726,3.01,7.34,0.036,0.009,0,25.131966,8.341819,57.805527,156.215865,156.343125,18.741143,7.058205,151.902298,3.046,18.935,0,0,117.333336,105.766668,100.933332,97.533335,98.266668,98.766665,0,1,0,0,0,1068.647,1050.061,1386.276,0.594,92.357,6.89,0.38,0.039,0,0.319,0,0.009,0.005,0.001,0,29.96,0.63,29.332,69.65,38.454,37.709,70.755,NatG-1,40297.6225,75612.14246,,1110,49.11,39.199317,1.734305,68.599998,7.34,29.304,0.978648,0.98372,0.994843,0,38.319134,1.697273,40949.64009,1813.78676
7/16/2024,33:24.7,381.8,1817.5,117.15,2.3374,115.7,33.634,0,59.983,273.8,0.4225,1.576581,1.390098,1816,15.175,0,60.9375,1,Testing Tank A - Drawing Water Until RTD Out = 112.2°.... 0.434 0 944 ,103.066667,57.50429,57.708163,119.533333,69.573468,18.875,3.008,7.34,0.04,0.009,0,25.127156,8.341906,57.795967,157.460587,157.587816,18.890599,7.053087,151.902069,3.046,19.085,0,0,117.099998,106.333333,100.266668,97.400002,98.333336,98.966667,0,1,0,0,0,1068.647,1050.061,1386.276,0.594,92.357,6.89,0.38,0.039,0,0.319,0,0.009,0.005,0.001,0,29.96,0.63,29.331,69.65,38.448,37.706,70.786,NatG-1,40294.41656,75645.27053,,1110,50.025,39.199317,1.766618,68.800003,7.34,29.304,0.978277,0.983348,0.994843,0,38.303496,1.728242,40932.92942,1846.881353
7/16/2024,33:27.7,384.8,1820.5,117.2,2.3392,115.8,33.73,0,59.984,274.1,0.4223,1.577633,1.392406,1819,15.175,0,60.975,1,Testing Tank A - Drawing Water Until RTD Out = 112.2°.... 0.433 0 951 ,102.850001,57.523964,57.659183,119.366669,69.573468,19.024,3.007,7.33,0.04,0.005,0,25.071627,8.342511,57.715939,158.703532,158.828712,19.03935,7.055588,151.90155,3.039,19.235,0,0,116.900002,105.800001,100.066666,97.233332,98.300003,98.800001,0,1,0,0,0,1068.647,1050.061,1386.276,0.594,92.357,6.89,0.38,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.64,29.331,69.65,38.471,37.726,70.818,NatG-1,40315.78951,75679.46724,,1104,50.94,38.987429,1.798931,68.800003,7.33,29.304,0.978253,0.983348,0.994819,0,38.297303,1.75981,40926.31043,1880.61592
7/16/2024,33:30.7,387.8,1823.5,117.2,2.3386,115.7,33.827,0,59.986,274.1,0.4223,1.57962,1.394795,1822,15.175,0,61.0375,1,Testing Tank A - Drawing Water Until RTD Out = 112.2°.... 0.250 0 958 ,102.577778,57.54068,57.620407,119.033333,69.573468,19.172,3.001,7.31,0.041,0.008,0,25.015768,8.342958,57.664127,159.941361,160.066556,19.187723,7.051677,151.900803,3.032,19.384,0,0,116.766668,104.366666,100.266665,97.5,98,98.566668,0,1,0,0,0,1068.647,1050.061,1386.276,0.594,92.357,6.89,0.38,0.039,0,0.319,0,0.009,0.005,0.001,0,29.96,0.63,29.331,69.65,38.451,37.706,70.849,NatG-1,40294.41656,75712.59531,,1104,51.885,38.987429,1.832303,68.599998,7.31,29.304,0.978575,0.98372,0.99477,0,38.283504,1.793046,40911.56453,1916.134186
7/16/2024,33:33.7,390.8,1826.5,117.16,2.3359,115.6,33.923,0,59.987,273.7,0.4223,1.578663,1.394418,1825,15.175,0,61.0375,1,Testing Tank A - Drawing Water Until RTD Out = 112.2°.... 0.131 0 966 ,102.683333,57.554142,57.602039,118.533333,69.571427,19.322,2.998,7.32,0.041,0.008,0,25.00961,8.342684,57.699829,161.190137,161.317411,19.337656,7.05569,151.900208,3.031,19.533,0,0,116.599998,104.266665,101.166667,97.099998,98.033333,98.933334,0,1,0,0,0,1068.647,1050.061,1386.276,0.594,92.357,6.89,0.38,0.039,0,0.319,0,0.009,0.005,0.001,0,29.96,0.63,29.331,69.65,38.438,37.693,70.881,NatG-1,40280.52414,75746.79203,,1104,52.785,38.987429,1.864086,68.800003,7.32,29.304,0.978229,0.983348,0.994794,0,38.266097,1.823503,40892.96287,1948.681949
7/16/2024,33:36.7,393.8,1829.5,117.2,2.338,115.7,34.019,0,59.987,274,0.4223,1.577117,1.393259,1828,15.175,0,61.0125,1,Testing Tank A - Drawing Water Until RTD Out = 112.2°.... 0.500 0 973 ,102.505556,57.571598,57.612244,118.099998,69.585713,19.472,3,7.36,0.04,0.012,0,25.031533,8.342731,57.709255,162.43794,162.563135,19.48722,7.057211,151.89978,3.033,19.682,0,0,116.300001,103.400002,101.466667,97.266668,97.599998,99,0,1,0,0,0,1068.647,1050.061,1386.276,0.594,92.357,6.89,0.38,0.039,0,0.319,0,0.009,0.005,0.001,0,29.96,0.63,29.333,69.65,38.428,37.686,70.912,NatG-1,40273.04361,75779.92009,,1104,53.7,38.987429,1.896399,68.599998,7.36,29.304,0.978696,0.98372,0.994892,0,38.262528,1.855999,40889.14871,1983.40791
7/16/2024,33:39.7,396.8,1832.5,117.18,2.3368,115.7,34.116,0,59.988,273.8,0.4225,1.577071,1.390852,1831,15.175,0,60.975,1,Testing Tank A - Drawing Water Until RTD Out = 112.2°.... 0.433 0 981 ,102.283334,57.603106,57.642857,118,69.597958,19.62,2.999,7.34,0.04,0.01,0,25.043691,8.342365,57.755989,163.680962,163.806126,19.63572,7.05093,151.89975,3.034,19.832,0,0,115.966667,103.033333,101.266668,97,97.566668,98.866666,0,1,0,0,0,1068.647,1050.061,1386.276,0.594,92.357,6.89,0.38,0.039,0,0.319,0,0.009,0.005,0.001,0,29.96,0.63,29.332,69.65,38.451,37.706,70.944,NatG-1,40294.41656,75814.11681,,1110,54.66,39.199317,1.930302,68.599998,7.34,29.304,0.978648,0.98372,0.994843,0,38.253353,1.889085,40879.34442,2018.765716
7/16/2024,33:42.7,399.8,1835.5,117.22,2.3379,115.7,34.212,0,59.989,274,0.4223,1.575217,1.390377,1834,15.175,0,61.0375,1,Testing Tank A - Drawing Water Until RTD Out = 112.2°.... 0.501 0 988 ,102.150001,57.613461,57.681633,118.133331,69.599998,19.769,2.995,7.34,0.039,0.014,0,25.008466,8.34215,57.78096,164.916225,165.043454,19.784289,7.060234,151.899963,3.03,19.982,0,0,115.666667,103.566668,100.633334,97.533335,97.366669,98.133331,0,1,0,0,0,1068.647,1050.061,1386.276,0.594,92.357,6.89,0.38,0.039,0,0.319,0,0.009,0.005,0.001,0,29.96,0.63,29.331,69.65,38.398,37.656,70.975,NatG-1,40240.98419,75847.24488,,1110,55.56,39.199317,1.962085,68.800003,7.34,29.304,0.978277,0.983348,0.994843,0,38.238751,1.919463,40863.73977,2051.228945
7/16/2024,33:45.7,402.8,1838.5,117.2,2.3366,115.7,34.308,0,59.993,273.9,0.4224,1.576521,1.391126,1837,15.175,0,61.075,1,Testing Tank A - Drawing Water Until RTD Out = 112.2°.... 0.433 0 996 ,102.155556,57.604586,57.718368,118.333336,69.599998,19.918,2.994,7.34,0.037,0.016,-0.001,24.939423,8.342137,57.784012,166.163664,166.290924,19.933576,7.058265,151.900177,3.022,20.134,0,0,115.400002,103.266668,100.5,98.366666,97.433334,97.966667,0,1,0,0,0,1068.647,1050.061,1386.276,0.594,92.357,6.89,0.38,0.039,0,0.319,0,0.009,0.005,0.001,0,29.96,0.63,29.331,69.65,38.365,37.623,71.006,NatG-1,40205.71883,75880.37294,,1110,56.46,39.199317,1.993868,68.599998,7.34,29.304,0.978648,0.98372,0.994843,0,38.230058,1.951294,40854.45004,2085.245377
7/16/2024,33:48.7,405.8,1841.5,117.15,2.3342,115.6,34.405,0,59.994,273.5,0.4227,1.578314,1.392744,1840,15.175,0,61.0875,1,Testing Tank A - Drawing Water Until RTD Out = 112.2°.... 0.476 0 1002 ,102.077777,57.588166,57.757143,118.300001,69.599998,20.068,3,7.34,0.036,0.015,0,24.942981,8.342167,57.772511,167.412637,167.540048,20.083317,7.059626,151.900726,3.022,20.285,0,0,115.099998,102.966667,100.5,98.666667,97.5,97.733332,0,1,0,0,0,1068.647,1050.061,1386.276,0.594,92.357,6.89,0.38,0.039,0,0.319,0,0.009,0.005,0.001,0,29.96,0.63,29.331,69.65,38.382,37.637,71.038,NatG-1,40220.67989,75914.56966,,1098,57.405,38.775541,2.02724,68.599998,7.34,29.304,0.978648,0.98372,0.994843,0,38.226947,1.983954,40851.12528,2120.147199
7/16/2024,33:51.7,408.8,1844.5,117.27,2.339,115.8,34.501,0,59.996,274.3,0.4223,1.580633,1.393963,1843,15.175,0,60.9125,1,Testing Tank A - Drawing Water Until RTD Out = 112.2°.... 0.500 0 1009 ,102.122223,57.585503,57.785714,118,69.599998,20.221,3.014,7.35,0.035,0.015,0,25.117126,8.342346,57.755524,168.687966,168.813176,20.236178,7.060443,151.900925,3.043,20.438,0,0,114.733332,103,100.400002,97.966667,98.766668,97.866669,0,1,0,0,0,1068.647,1050.061,1386.276,0.594,92.357,6.89,0.38,0.039,0,0.319,0,0.009,0.005,0.001,0,29.96,0.63,29.332,69.65,38.388,37.647,71.069,NatG-1,40231.36637,75947.69773,,1104,58.32,38.987429,2.059553,68.599998,7.35,29.304,0.978672,0.98372,0.994868,0,38.215053,2.015627,40838.41494,2153.994249
7/16/2024,33:54.7,411.8,1847.51,117.21,2.3361,115.7,34.598,0,59.997,273.8,0.4226,1.579641,1.394164,1846,15.175,0,60.85,1,Testing Tank A - Drawing Water Until RTD Out = 112.2°.... 0.250 0 1017 ,101.955556,57.586243,57.779591,117.633334,69.599998,20.37,3.014,7.36,0.035,0.018,0,25.288958,8.342207,57.777378,169.930593,170.055742,20.385121,7.052846,151.900925,3.064,20.587,0,0,114.366666,103.633334,100.300003,97.666667,97.400002,98.366666,0,1,0,0,0,1068.647,1050.061,1386.276,0.594,92.357,6.89,0.38,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.63,29.331,69.65,38.352,37.613,71.1,NatG-1,40195.03236,75980.82579,,1098,59.22,38.775541,2.091337,68.599998,7.36,29.304,0.978696,0.98372,0.994892,0,38.203824,2.046783,40826.41433,2187.288946
7/16/2024,33:57.7,414.8,1850.51,117.24,2.3372,115.8,34.694,0,60,274,0.4225,1.578556,1.394831,1849,15.175,0,60.9,1,Testing Tank A - Drawing Water Until RTD Out = 112.2°.... 0.500 0 1024 ,102.055556,57.573373,57.742857,117.199999,69.599998,20.518,3.015,7.34,0.034,0.019,0,25.213267,8.341924,57.809242,171.167465,171.292645,20.5334,7.0546,151.90123,3.054,20.735,0,0,114,104.033333,100.300003,98.066666,97.533335,98.400002,0,1,0,0,0,1068.647,1050.061,1386.276,0.594,92.357,6.89,0.38,0.039,0,0.319,0,0.009,0.005,0.001,0,29.97,0.63,29.331,69.65,38.312,37.574,71.132,NatG-1,40153.35511,76015.02251,,1098,60.15,38.775541,2.124179,68.599998,7.34,29.304,0.978648,0.98372,0.994843,0,38.190777,2.078823,40812.47274,2221.528683
7/16/2024,34:00.7,417.8,1853.51,117.15,2.3334,115.7,34.79,0,60.002,273.4,0.4232,1.578083,1.394025,1852,15.175,0,60.9375,1,Testing Tank A - Drawing Water Until RTD Out = 112.2°.... 0.432 0 1032 ,101.755556,57.558728,57.712245,116.933334,69.599998,20.667,3.011,7.34,0.035,0.015,0,25.014428,8.341977,57.802029,172.40707,172.532235,20.681995,7.055499,151.901291,3.03,20.884,0,0,113.766668,103.166667,100.033333,97.900002,97.333333,98.333333,0,1,0,0,0,1068.647,1050.061,1386.276,0.594,92.357,6.89,0.38,0.039,0,0.319,0,0.009,0.005,0.001,0,29.96,0.63,29.332,69.65,38.335,37.597,71.163,NatG-1,40177.934,76048.15058,,1104,61.08,38.987429,2.157022,68.800003,7.34,29.304,0.978277,0.983348,0.994843,0,38.168846,2.110166,40789.03604,2255.02275
7/16/2024,34:03.7,420.8,1856.51,117.15,2.3323,115.6,34.887,0,60.004,273.2,0.4231,1.579685,1.392232,1855,15.175,0,61.0125,1,Testing Tank A - Drawing Water Until RTD Out = 112.2°.... 0.500 0 1038 ,101.744444,57.542899,57.700001,116.733332,69.599998,20.816,2.992,7.36,0.037,0.018,0,24.931231,8.341916,57.811066,173.651078,173.778308,20.831122,7.057233,151.900635,3.02,21.033,0,0,113.566666,102.966667,99.800003,98.066666,97.599998,98.466665,0,1,0,0,0,1068.647,1050.061,1386.276,0.594,92.357,6.89,0.38,0.039,0,0.319,0,0.009,0.005,0.001,0,29.96,0.63,29.332,69.65,38.329,37.587,71.194,NatG-1,40167.24753,76081.27864,,1104,61.98,38.987429,2.188805,68.599998,7.36,29.304,0.978696,0.98372,0.994892,0,38.142149,2.142175,40760.50649,2289.229464
7/16/2024,34:06.7,423.8,1859.51,117.21,2.3349,115.7,34.983,0,60.005,273.7,0.4228,1.579768,1.392543,1858,15.175,0,61.1,1,Testing Tank A - Drawing Water Until RTD Out = 112.2°.... 0.433 0 1046 ,101.733334,57.530178,57.700001,116.466667,69.599998,20.965,2.991,7.33,0.037,0.016,0,24.956501,8.342308,57.7598,174.899201,175.026476,20.980994,7.053093,151.900009,3.023,21.183,0,0,113.599998,103.900002,99.533333,98.099998,97.400002,97.866669,0,1,0,0,0,1068.647,1050.061,1386.276,0.594,92.357,6.89,0.38,0.039,0,0.319,0,0.009,0.005,0.001,0,29.96,0.63,29.332,69.66,38.305,37.564,71.226,NatG-1,40142.66864,76115.47536,,1098,62.91,38.775541,2.221648,68.599998,7.33,29.304,0.978623,0.98372,0.994819,0,38.122573,2.174157,40739.58662,2323.40675
7/16/2024,34:09.7,426.8,1862.51,117.13,2.3311,115.5,35.079,0,60.005,273.1,0.4232,1.576895,1.391104,1861,15.175,0,60.925,1,Testing Tank A - Drawing Water Until RTD Out = 112.2°.... 0.250 0 1053 ,101.677778,57.530917,57.700001,116.300001,69.599998,21.115,3.002,7.34,0.038,0.016,0,25.017445,8.342186,57.776466,176.148447,176.275752,21.130494,7.062206,151.900009,3.03,21.334,0,0,113.766668,103.900002,99.199999,97.800001,97.533333,97.866669,0,1,0,0,0,1068.647,1050.061,1386.276,0.594,92.357,6.89,0.38,0.039,0,0.319,0,0.009,0.005,0.001,0,29.96,0.63,29.332,69.66,38.276,37.537,71.257,NatG-1,40113.81516,76148.60343,,1104,63.84,38.987429,2.25449,68.599998,7.34,29.304,0.978648,0.98372,0.994843,0,38.102952,2.206352,40718.61834,2357.811989
7/16/2024,34:12.7,429.8,1865.51,117.22,2.3352,115.8,35.176,0,60.006,273.7,0.423,1.578237,1.389268,1864,15.175,0,60.875,1,Testing Tank A - Drawing Water Until RTD Out = 112.2°.... 0.500 0 1060 ,101.683334,57.536095,57.700001,116,69.599998,21.267,3.01,7.34,0.039,0.011,0,25.120024,8.341879,57.815807,177.411524,177.538784,21.282152,7.059237,151.900269,3.042,21.485,0,0,113.766668,104.966667,98.866666,97.866669,97,97.633331,0,1,0,0,0,1068.647,1050.061,1386.276,0.594,92.357,6.89,0.38,0.039,0,0.319,0,0.009,0.005,0.001,0,29.96,0.63,29.332,69.66,38.276,37.534,71.288,NatG-1,40110.60922,76181.73149,,1104,64.74,38.987429,2.286274,68.800003,7.34,29.304,0.978277,0.983348,0.994843,0,38.090064,2.23661,40704.84519,2390.146903
7/16/2024,34:15.7,432.8,1868.51,117.21,2.3336,115.7,35.272,0,60.007,273.5,0.4229,1.578377,1.388533,1867,15.175,0,60.8375,1,Testing Tank A - Drawing Water Until RTD Out = 112.2°.... 0.500 0 1066 ,101.677778,57.536686,57.704082,115.666667,69.599998,21.409,3.007,7.36,0.04,0.011,0,25.16203,8.341642,57.848267,178.602652,178.729866,21.424936,7.052837,151.900467,3.047,21.627,0,0,113.5,105.5,98.300001,97.833336,96.833333,98.099998,0,1,0,0,0,1068.647,1050.061,1386.276,0.594,92.357,6.89,0.38,0.039,0,0.319,0,0.009,0.005,0.001,0,29.96,0.63,29.332,69.66,38.249,37.511,71.32,NatG-1,40086.03033,76215.92821,,1104,65.64,38.987429,2.318057,68.599998,7.36,29.304,0.978696,0.98372,0.994892,0,38.089938,2.268673,40704.71129,2424.411456
7/16/2024,34:18.7,435.8,1871.51,117.22,2.3345,115.8,35.369,0,60.007,273.7,0.423,1.576355,1.38978,1870,15.175,0,60.95,1,Testing Tank A - Drawing Water Until RTD Out = 112.2°.... 0.500 0 1073 ,101.505556,57.503107,57.716327,115.300001,69.599998,21.562,3.004,7.36,0.04,0.01,0,25.072689,8.341737,57.833122,179.879014,180.006258,21.57795,7.055276,151.900864,3.036,21.78,0,0,113.066668,105.5,98.099998,97.966667,96.466667,97.933334,0,1,0,0,0,1068.647,1050.061,1386.276,0.594,92.357,6.89,0.38,0.039,0,0.319,0,0.009,0.005,0.001,0,29.96,0.63,29.332,69.66,38.269,37.527,71.351,NatG-1,40103.12869,76249.05628,,1104,66.6,38.987429,2.351959,68.599998,7.36,29.304,0.978696,0.98372,0.994892,0,38.091083,2.301853,40705.93456,2459.869027
